file,label,feature
hiphop.00018,hiphop,hiphop/hiphop.00018.npy
disco.00009,disco,disco/disco.00009.npy
reggae.00091,reggae,reggae/reggae.00091.npy
blues.00007,blues,blues/blues.00007.npy
disco.00036,disco,disco/disco.00036.npy
blues.00048,blues,blues/blues.00048.npy
hiphop.00080,hiphop,hiphop/hiphop.00080.npy
reggae.00072,reggae,reggae/reggae.00072.npy
blues.00068,blues,blues/blues.00068.npy
classical.00034,classical,classical/classical.00034.npy
hiphop.00032,hiphop,hiphop/hiphop.00032.npy
blues.00001,blues,blues/blues.00001.npy
disco.00084,disco,disco/disco.00084.npy
disco.00032,disco,disco/disco.00032.npy
classical.00024,classical,classical/classical.00024.npy
blues.00085,blues,blues/blues.00085.npy
rock.00013,rock,rock/rock.00013.npy
classical.00074,classical,classical/classical.00074.npy
classical.00094,classical,classical/classical.00094.npy
rock.00021,rock,rock/rock.00021.npy
blues.00079,blues,blues/blues.00079.npy
hiphop.00001,hiphop,hiphop/hiphop.00001.npy
pop.00036,pop,pop/pop.00036.npy
disco.00062,disco,disco/disco.00062.npy
rock.00035,rock,rock/rock.00035.npy
pop.00080,pop,pop/pop.00080.npy
jazz.00050,jazz,jazz/jazz.00050.npy
pop.00009,pop,pop/pop.00009.npy
reggae.00079,reggae,reggae/reggae.00079.npy
metal.00001,metal,metal/metal.00001.npy
blues.00069,blues,blues/blues.00069.npy
jazz.00086,jazz,jazz/jazz.00086.npy
blues.00021,blues,blues/blues.00021.npy
rock.00090,rock,rock/rock.00090.npy
blues.00060,blues,blues/blues.00060.npy
classical.00012,classical,classical/classical.00012.npy
rock.00098,rock,rock/rock.00098.npy
country.00027,country,country/country.00027.npy
hiphop.00056,hiphop,hiphop/hiphop.00056.npy
jazz.00036,jazz,jazz/jazz.00036.npy
pop.00077,pop,pop/pop.00077.npy
jazz.00006,jazz,jazz/jazz.00006.npy
classical.00017,classical,classical/classical.00017.npy
country.00001,country,country/country.00001.npy
rock.00020,rock,rock/rock.00020.npy
classical.00065,classical,classical/classical.00065.npy
blues.00088,blues,blues/blues.00088.npy
classical.00011,classical,classical/classical.00011.npy
country.00026,country,country/country.00026.npy
metal.00004,metal,metal/metal.00004.npy
blues.00049,blues,blues/blues.00049.npy
pop.00057,pop,pop/pop.00057.npy
blues.00006,blues,blues/blues.00006.npy
pop.00025,pop,pop/pop.00025.npy
hiphop.00037,hiphop,hiphop/hiphop.00037.npy
jazz.00068,jazz,jazz/jazz.00068.npy
country.00003,country,country/country.00003.npy
classical.00013,classical,classical/classical.00013.npy
classical.00067,classical,classical/classical.00067.npy
classical.00058,classical,classical/classical.00058.npy
reggae.00070,reggae,reggae/reggae.00070.npy
classical.00095,classical,classical/classical.00095.npy
pop.00015,pop,pop/pop.00015.npy
hiphop.00090,hiphop,hiphop/hiphop.00090.npy
metal.00026,metal,metal/metal.00026.npy
country.00046,country,country/country.00046.npy
disco.00076,disco,disco/disco.00076.npy
